Finished creating model data!
Performing optimization, start time:  20:05:45 
Optimizing with theta = -0.9735946 
Optimizing with theta = -0.861179 
Beginning optimization
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 270   5446.606605  117.804127   Continuing - TR contract     0.002237        3         Negative curvature
 390   5447.526838    0.795877     Continuing - TR expand     0.004976       28         Intersect TR bound
 280   5446.589179   42.416338     Continuing - TR expand     0.033974       11         Intersect TR bound
 290   5446.587639    5.750411     Continuing - TR expand     0.001194       10         Intersect TR bound
 400   5447.526798    0.911970   Continuing - TR contract     0.000700       32         Intersect TR bound
 300   5446.547372  133.962876     Continuing - TR expand     0.108838       14         Intersect TR bound
 310   5446.526389    8.037828   Continuing - TR contract     0.005102       21         Intersect TR bound
 410   5447.526782    0.845221                 Continuing     0.000590       32         Intersect TR bound
 320   5446.522973   32.749676   Continuing - TR contract     0.025828       33         Intersect TR bound
 330   5446.521582    1.997035   Continuing - TR contract     0.000303        6         Intersect TR bound
 420   5447.526758    0.546538   Continuing - TR contract     0.000498       34         Intersect TR bound
 340   5446.521097    4.087178   Continuing - TR contract     0.000766        3         Negative curvature
 350   5446.521080    1.059399   Continuing - TR contract     0.000054        5         Negative curvature
 360   5446.520934    2.601409                 Continuing     0.000273        5         Intersect TR bound
 430   5447.526746    0.735056     Continuing - TR expand     0.007565       38         Intersect TR bound
 370   5446.520701    3.682028   Continuing - TR contract     0.000690       16         Intersect TR bound
 380   5446.520025    0.741290   Continuing - TR contract     0.003495       31         Intersect TR bound
 390   5446.519628    3.422076     Continuing - TR expand     0.017692       27         Intersect TR bound
 400   5446.519514    2.374128                 Continuing     0.001244       22         Intersect TR bound
 410   5446.519092    2.491924   Continuing - TR contract     0.003149       32         Intersect TR bound
 420   5446.518344    0.577629   Continuing - TR contract     0.015940       69         Intersect TR bound
 440   5447.526697    0.175878   Continuing - TR contract     0.000266       38         Intersect TR bound
 430   5446.518269    8.410269     Continuing - TR expand     0.001121        7         Intersect TR bound
 450   5447.526697    0.146189     Continuing - TR expand     0.000019        7         Intersect TR bound
 440   5446.518052    1.307535                 Continuing     0.000315        7         Intersect TR bound
 460   5447.526695    0.072333   Continuing - TR contract     0.000024       13         Intersect TR bound
 450   5446.517971    0.180876   Continuing - TR contract     0.000798       31         Intersect TR bound
 460   5446.517796    4.107079   Continuing - TR contract     0.001346       39         Intersect TR bound
 470   5447.526695    0.458857     Continuing - TR expand     0.000359       23         Intersect TR bound
 470   5446.517714    3.366362     Continuing - TR expand     0.006817       31         Intersect TR bound
 480   5446.517572    0.879985     Continuing - TR expand     0.011503       44         Intersect TR bound
 490   5446.517409    1.943246   Continuing - TR contract     0.004853        7         Negative curvature
 480   5447.526694    0.098084     Continuing - TR expand     0.000607       43         Intersect TR bound
 500   5446.517407    0.992623     Continuing - TR expand     0.000057        6         Intersect TR bound
 490   5447.526694    0.061273   Continuing - TR contract     0.000085       52         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5446.517363    1.425640   Continuing - TR contract     0.000432        6         Negative curvature
 520   5446.517361    1.003869     Continuing - TR expand     0.000182       10         Intersect TR bound
 500   5447.526694    0.016484   Continuing - TR contract     0.000144       54         Intersect TR bound
 530   5446.517346    1.028377   Continuing - TR contract     0.000231        3         Negative curvature
 540   5446.517344    0.341401     Continuing - TR expand     0.000292       11         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5447.526693    0.046939                 Continuing     0.000040       42         Intersect TR bound
 520   5447.526693    0.016658   Continuing - TR contract     0.000034       48         Intersect TR bound
 530   5447.526693    0.009221   Continuing - TR contract     0.000058       79         Intersect TR bound
 540   5447.526693    0.002833   Continuing - TR contract     0.000004       33         Intersect TR bound
 550   5446.517313    0.011875   Continuing - TR contract     0.001477      471          Reached tolerance
 550   5447.526693    0.002833   Continuing - TR contract     0.000000        5         Intersect TR bound

Iteration has terminated
 556   5447.526693    0.002833Radius of trust region is less than stop.trust.radius

 560   5446.517313    0.011634     Continuing - TR expand     0.000009       12         Intersect TR bound
 570   5446.517313    0.007252   Continuing - TR contract     0.000002       22         Intersect TR bound
 580   5446.517313    0.000506     Continuing - TR expand     0.000000        6         Intersect TR bound
 590   5446.517313    0.000227   Continuing - TR contract     0.000000        5         Intersect TR bound

Iteration has terminated
 595   5446.517313    0.000227Radius of trust region is less than stop.trust.radius

Optimizing with theta = 1.568271 
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
  30   5459.335406   76.304571                 Continuing     0.000322        4         Intersect TR bound
  40   5459.214994  202.131102   Continuing - TR contract     0.009777       12         Intersect TR bound
  50   5459.183770   69.971769     Continuing - TR expand     0.000229        2         Intersect TR bound
  60   5459.036640  244.832613   Continuing - TR contract     0.006960       16         Intersect TR bound
  70   5459.018539   59.318067     Continuing - TR expand     0.000489        2         Intersect TR bound
  80   5458.858617  173.345989   Continuing - TR contract     0.001239        8         Intersect TR bound
  90   5458.845311   42.646671     Continuing - TR expand     0.001045        5         Intersect TR bound
 100   5458.303790  381.552789   Continuing - TR contract     0.015874       18         Intersect TR bound
 110   5458.263806   69.028927     Continuing - TR expand     0.003348        3         Intersect TR bound
 120   5458.171342   59.893943     Continuing - TR expand     0.000706        3         Intersect TR bound
 130   5458.157816   47.109737   Continuing - TR contract     0.000025        2         Negative curvature
 140   5458.142681  178.267860   Continuing - TR contract     0.001131        5         Negative curvature
 150   5457.926637  277.699893     Continuing - TR expand     0.103096       10         Intersect TR bound
 160   5457.900235   56.916887     Continuing - TR expand     0.007249        8         Intersect TR bound
 170   5457.863899   32.178957     Continuing - TR expand     0.003058        8         Intersect TR bound
 180   5457.712827  319.649221   Continuing - TR contract     0.000645        5         Negative curvature
 190   5457.496468  520.236151                 Continuing     0.019594       11         Intersect TR bound
 200   5457.081421   25.509200   Continuing - TR contract     0.008266        2         Negative curvature
 210   5457.081421   25.509200   Continuing - TR contract     0.000008        2         Negative curvature
Optimizing with theta = 0.9738918 
Beginning optimization
 220   5457.001680   85.380658   Continuing - TR contract     0.013241        5         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
 230   5456.626341  154.942703     Continuing - TR expand     0.201098       16         Intersect TR bound
  30   5459.335433   78.321612                 Continuing     0.000322        4         Intersect TR bound
 240   5455.763132  195.157918     Continuing - TR expand     0.084838       16         Intersect TR bound
  40   5459.219352  224.851196   Continuing - TR contract     0.004888       12         Intersect TR bound
 250   5454.956338  622.344177   Continuing - TR contract     0.002983        5         Negative curvature
  50   5459.177733   77.698966   Continuing - TR contract     0.000344        5         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5454.492100  254.226064                 Continuing     0.045298       20         Intersect TR bound
  60   5459.159908   41.411213     Continuing - TR expand     0.001740        5         Intersect TR bound
  70   5459.067424  187.589145   Continuing - TR contract     0.004404        8         Negative curvature
 270   5451.950893  330.878694   Continuing - TR contract     0.458643       60         Intersect TR bound
  80   5458.898990  698.501797                 Continuing     0.022298       11         Intersect TR bound
 280   5450.672065  373.248188   Continuing - TR contract     0.193490       52         Intersect TR bound
  90   5458.334014   49.831627     Continuing - TR expand     0.009407       10         Intersect TR bound
 290   5450.354190   95.373709   Continuing - TR contract     0.001512       11         Intersect TR bound
 100   5457.878481  331.408471   Continuing - TR contract     0.047622       13         Intersect TR bound
 300   5450.254035   75.805318   Continuing - TR contract     0.003826       14         Intersect TR bound
 110   5457.824426   73.115094     Continuing - TR expand     0.020090        8         Intersect TR bound
 310   5450.247043   42.155802   Continuing - TR contract     0.000269        2         Negative curvature
 120   5457.791095  119.830846   Continuing - TR contract     0.001413       10         Intersect TR bound
 320   5450.244399   26.851351     Continuing - TR expand     0.004086        7         Intersect TR bound
 130   5457.706254  144.823642   Continuing - TR contract     0.000596        7         Intersect TR bound
 330   5450.088491  162.470086   Continuing - TR contract     0.010343       23         Intersect TR bound
 140   5457.692234   31.637085     Continuing - TR expand     0.003017        7         Intersect TR bound
 150   5457.623252   70.466307   Continuing - TR contract     0.001273        6         Negative curvature
 340   5449.884067   23.701840     Continuing - TR expand     0.017453        8         Intersect TR bound
 350   5449.869025    7.210180   Continuing - TR contract     0.000102        2         Negative curvature
 160   5457.606253   65.385720     Continuing - TR expand     0.006443        7         Intersect TR bound
 170   5457.451409  130.734706   Continuing - TR contract     0.008155       11         Negative curvature
 180   5457.353799  421.818267   Continuing - TR contract     0.001720        2         Negative curvature
 360   5449.738296   67.565078     Continuing - TR expand     0.223656       36         Intersect TR bound
 190   5457.284496  254.851676   Continuing - TR contract     0.013063       10         Negative curvature
 200   5457.271273   23.211626     Continuing - TR expand     0.000918        3         Intersect TR bound
 370   5449.734070   22.355029     Continuing - TR expand     0.002621        5         Intersect TR bound
 210   5452.432613  413.240386   Continuing - TR contract     0.502177       50         Intersect TR bound
 220   5451.002322  103.572456   Continuing - TR contract     0.070619       31         Intersect TR bound
 380   5449.680230   31.304712   Continuing - TR contract     0.006634       21         Intersect TR bound
 230   5450.854902   72.496008     Continuing - TR expand     0.059585       13         Intersect TR bound
 390   5449.627975   77.114290     Continuing - TR expand     0.033586       22         Intersect TR bound
 240   5450.837325   38.612230     Continuing - TR expand     0.001397        7         Intersect TR bound
 400   5449.566577   13.177611   Continuing - TR contract     0.014169       36         Intersect TR bound
 250   5449.713983  180.576901   Continuing - TR contract     0.127257       41         Intersect TR bound
 410   5449.509328    8.899790     Continuing - TR expand     0.286927       59         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5448.746216  112.316489                 Continuing     0.190886       58         Intersect TR bound
 270   5448.723292   10.669452     Continuing - TR expand     0.002237        5         Intersect TR bound
 280   5448.668383   98.895289   Continuing - TR contract     0.033974       36         Intersect TR bound
 290   5448.623500   22.229235     Continuing - TR expand     0.171991       29         Intersect TR bound
 420   5449.505910   17.455846                 Continuing     0.020175       36         Intersect TR bound
 300   5448.623500   22.229235   Continuing - TR contract     0.000168        2         Intersect TR bound
 430   5449.499958   11.574647   Continuing - TR contract     0.000709        2         Negative curvature
 440   5449.499848    7.647253     Continuing - TR expand     0.000299        5         Intersect TR bound
 310   5448.593163  113.085775   Continuing - TR contract     0.091832       47         Intersect TR bound
 450   5449.498552    7.001728   Continuing - TR contract     0.000379        6         Intersect TR bound
 460   5449.498403    0.395087     Continuing - TR expand     0.005752       14         Intersect TR bound
 320   5448.560013   11.832835                 Continuing     0.025828       38         Intersect TR bound
 470   5449.497841    1.396831     Continuing - TR expand     0.014559       31         Intersect TR bound
 330   5448.553436   17.622054   Continuing - TR contract     0.010896       30         Intersect TR bound
 340   5448.552260   16.756890   Continuing - TR contract     0.000255       10         Intersect TR bound
 480   5449.496525   12.264358   Continuing - TR contract     0.018426       62         Intersect TR bound
 350   5448.550874    9.526557   Continuing - TR contract     0.000215       10         Intersect TR bound
 490   5449.495854   10.215316                 Continuing     0.005182       39         Intersect TR bound
 360   5448.549575   28.228153     Continuing - TR expand     0.019635       18         Intersect TR bound
 370   5448.549457    2.959192                 Continuing     0.000077        7         Intersect TR bound
 500   5449.493494    3.346076     Continuing - TR expand     0.013117       41         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5449.492462    5.935848   Continuing - TR contract     0.000461       12         Intersect TR bound
 380   5448.545627   12.127285                 Continuing     0.006989       27         Intersect TR bound
 520   5449.492276    0.528645   Continuing - TR contract     0.000032        5         Intersect TR bound
 390   5448.538607   10.897509                 Continuing     0.002949       16         Intersect TR bound
 530   5449.491581    1.989091     Continuing - TR expand     0.106371       81         Intersect TR bound
 400   5448.537936    2.377726     Continuing - TR expand     0.003732       26         Intersect TR bound
 410   5448.537376    0.579152   Continuing - TR contract     0.009446       41         Intersect TR bound
 420   5448.536370    3.430298   Continuing - TR contract     0.003985       33         Intersect TR bound
 430   5448.536325    2.148221                 Continuing     0.000560       13         Intersect TR bound
 440   5448.536248    0.488956     Continuing - TR expand     0.000473       13         Intersect TR bound
 540   5449.490729    1.453714   Continuing - TR contract     0.000623       72         Intersect TR bound
 450   5448.536177    0.990220                 Continuing     0.000399       23         Intersect TR bound
 550   5449.490722    0.892716     Continuing - TR expand     0.000263       12         Intersect TR bound
 560   5449.490719    0.114941     Continuing - TR expand     0.000018        6         Intersect TR bound
 460   5448.536006    0.889279     Continuing - TR expand     0.012118       49         Intersect TR bound
 470   5448.535845    2.918437                 Continuing     0.000284       10         Intersect TR bound
 480   5448.535810    1.012429     Continuing - TR expand     0.002876       38         Intersect TR bound
 570   5449.490710    1.035432   Continuing - TR contract     0.000140       42         Intersect TR bound
 490   5448.535746    0.838648   Continuing - TR contract     0.001213       42         Intersect TR bound
 580   5449.490708    0.061704   Continuing - TR contract     0.000020       21         Intersect TR bound
 590   5449.490708    0.136586     Continuing - TR expand     0.000600       40         Intersect TR bound
 500   5448.535649    0.005124   Continuing - TR contract     0.006142        4         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5448.535649    0.005124   Continuing - TR contract     0.000006        4         Negative curvature
 520   5448.535649    0.002709   Continuing - TR contract     0.000000        5         Intersect TR bound
 600   5449.490707    0.111877   Continuing - TR contract     0.000004        6         Intersect TR bound
 530   5448.535649    0.001551   Continuing - TR contract     0.000000        1         Intersect TR bound

Iteration has terminated
 532   5448.535649    0.001551Radius of trust region is less than stop.trust.radius

 610   5449.490707    0.006680   Continuing - TR contract     0.000000        5         Negative curvature
 620   5449.490707    0.007486   Continuing - TR contract     0.000000        5         Intersect TR bound
 630   5449.490707    0.003568   Continuing - TR contract     0.000000        1         Intersect TR bound

Iteration has terminated
 632   5449.490707    0.003568Radius of trust region is less than stop.trust.radius

Optimizing with theta = 2.938695 
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
  30   5459.335750   84.447121                 Continuing     0.000322        4         Intersect TR bound
  40   5459.311996  136.594823   Continuing - TR contract     0.001629        8         Intersect TR bound
  50   5459.303866   41.532584     Continuing - TR expand     0.000687        5         Intersect TR bound
  60   5459.279697   43.665934   Continuing - TR contract     0.001740        7         Intersect TR bound
  70   5459.254336   78.201952                 Continuing     0.000245        5         Intersect TR bound
  80   5459.213080   58.182524     Continuing - TR expand     0.007433        8         Intersect TR bound
  90   5459.135972  100.702276   Continuing - TR contract     0.006271        8         Intersect TR bound
 100   5459.036779  129.970901     Continuing - TR expand     0.031748        9         Intersect TR bound
 110   5458.941468  266.302670   Continuing - TR contract     0.000186        5         Intersect TR bound
 120   5458.919496  110.814656                 Continuing     0.000314        3         Intersect TR bound
 130   5458.742980  243.475178   Continuing - TR contract     0.004768       15         Intersect TR bound
Optimizing with theta = 2.225527 
Beginning optimization
 140   5458.703559  115.896253     Continuing - TR expand     0.012068        9         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
 150   5458.669364   39.459740     Continuing - TR expand     0.000283        2         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
 160   5458.644465  185.886907   Continuing - TR contract     0.000119        4         Intersect TR bound
  30   5459.335472   77.138119                 Continuing     0.000322        4         Intersect TR bound
 170   5458.240155  465.985507   Continuing - TR contract     0.065240       24         Intersect TR bound
 180   5457.974597  251.548434   Continuing - TR contract     0.000255        2         Intersect TR bound
  40   5459.302292  279.478200   Continuing - TR contract     0.001629        8         Intersect TR bound
  50   5459.289298   36.874158   Continuing - TR contract     0.000019        2         Intersect TR bound
 190   5457.867889   38.129326   Continuing - TR contract     0.007741       12         Negative curvature
  60   5459.252398  153.098081   Continuing - TR contract     0.001740        8         Intersect TR bound
 200   5457.305839  131.637602     Continuing - TR expand     0.235130       24         Intersect TR bound
  70   5459.081578  355.408042   Continuing - TR contract     0.004404       11         Intersect TR bound
  80   5459.053208   44.530683   Continuing - TR contract     0.000929        7         Intersect TR bound
 210   5457.136354  218.630406     Continuing - TR expand     0.099196       21         Intersect TR bound
  90   5459.045914   47.182684   Continuing - TR contract     0.000392        2         Negative curvature
 220   5454.335763  250.565564   Continuing - TR contract     0.013949       15         Intersect TR bound
 100   5459.030968   42.647968     Continuing - TR expand     0.005953        7         Intersect TR bound
 230   5453.164259  166.879051     Continuing - TR expand     0.211856       21         Intersect TR bound
 240   5453.160385   48.689504                 Continuing     0.000414        3         Intersect TR bound
 110   5459.017029   50.218430   Continuing - TR contract     0.000837        7         Negative curvature
 250   5453.064711   84.249298   Continuing - TR contract     0.003142       20         Intersect TR bound
 120   5458.849457  221.393026     Continuing - TR expand     0.076281        9         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5453.044543   20.255246   Continuing - TR contract     0.000442        9         Intersect TR bound
 130   5458.451673  136.998103   Continuing - TR contract     0.005364        6         Intersect TR bound
 140   5458.448181   26.434032   Continuing - TR contract     0.000126        6         Intersect TR bound
 270   5452.818374   90.295796   Continuing - TR contract     0.040265       40         Intersect TR bound
 150   5458.445166   21.283610     Continuing - TR expand     0.001909        4         Intersect TR bound
 280   5452.578672  129.732459                 Continuing     0.033974       36         Intersect TR bound
 160   5457.391247  658.862969   Continuing - TR contract     0.009665       11         Intersect TR bound
 170   5457.047090  181.314859   Continuing - TR contract     0.000113        3         Intersect TR bound
 290   5451.943560  103.922323                 Continuing     0.085996       48         Intersect TR bound
 180   5456.955237  123.726689   Continuing - TR contract     0.001720        5         Negative curvature
 190   5456.952697   22.280360   Continuing - TR contract     0.000010        2         Intersect TR bound
 200   5456.632480  190.897281     Continuing - TR expand     0.198391       17         Intersect TR bound
 300   5451.561465   57.117868                 Continuing     0.024186       25         Intersect TR bound
 210   5455.807462  759.803632   Continuing - TR contract     0.083696       36         Intersect TR bound
 310   5451.328928   76.678978                 Continuing     0.020407       32         Intersect TR bound
 320   5451.302597   56.926719   Continuing - TR contract     0.000120        2         Negative curvature
 220   5453.769466  109.331543   Continuing - TR contract     0.070619       48         Intersect TR bound
 330   5451.294007    9.155578     Continuing - TR expand     0.032688       23         Intersect TR bound
 230   5453.653537  190.062091   Continuing - TR contract     0.014896       13         Intersect TR bound
 340   5451.212567   87.642561   Continuing - TR contract     0.082742       59         Intersect TR bound
 240   5452.874164  382.800648   Continuing - TR contract     0.150823       49         Intersect TR bound
 250   5452.695344   59.755546   Continuing - TR contract     0.000295        3         Intersect TR bound
 350   5451.120007   41.079441                 Continuing     0.023271       48         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5452.203403  227.939948                 Continuing     0.107373       40         Intersect TR bound
 270   5451.291022  167.136710   Continuing - TR contract     0.271788       68         Intersect TR bound
 280   5451.125155  110.122849   Continuing - TR contract     0.000531        5         Intersect TR bound
 290   5450.888037   82.996302     Continuing - TR expand     0.145118       29         Intersect TR bound
 360   5451.065562   31.397082                 Continuing     0.009818       38         Intersect TR bound
 300   5450.786402   52.756413   Continuing - TR contract     0.000850        6         Intersect TR bound
 310   5450.741540   28.788506                 Continuing     0.004305       15         Intersect TR bound
 370   5451.059496   10.691718     Continuing - TR expand     0.049701       61         Intersect TR bound
 320   5450.678644   33.138140     Continuing - TR expand     0.065377       26         Intersect TR bound
 330   5450.572934   23.977848     Continuing - TR expand     0.027581       17         Intersect TR bound
 380   5451.048241    8.324792   Continuing - TR contract     0.125807      214         Intersect TR bound
 390   5451.048241    8.324792   Continuing - TR contract     0.000123        5         Intersect TR bound
 340   5450.381070  149.554801   Continuing - TR contract     0.418883        2         Negative curvature
 350   5450.381070  149.554801   Continuing - TR contract     0.000409        2         Negative curvature
 400   5451.048025    6.909406     Continuing - TR expand     0.000622        7         Intersect TR bound
 360   5450.371929   45.824438   Continuing - TR contract     0.006213       39         Intersect TR bound
 370   5450.367094    8.146005   Continuing - TR contract     0.000218        7         Intersect TR bound
 410   5451.047361   10.099605   Continuing - TR contract     0.001574       32         Intersect TR bound
 380   5450.364977    4.917136   Continuing - TR contract     0.019903       53         Intersect TR bound
 420   5451.047133    7.974648   Continuing - TR contract     0.000664       39         Intersect TR bound
 390   5450.359491   39.879377     Continuing - TR expand     0.100759       44         Intersect TR bound
 400   5450.356968    7.540711     Continuing - TR expand     0.014169       39         Intersect TR bound
 410   5450.351076   14.483027   Continuing - TR contract     0.005978       49         Negative curvature
 430   5451.046759    5.367300     Continuing - TR expand     0.010087       48         Intersect TR bound
 420   5450.349682    8.547177                 Continuing     0.005044       51         Intersect TR bound
 440   5451.046043    4.951041   Continuing - TR contract     0.004256       83         Intersect TR bound
 450   5451.045862    1.569607   Continuing - TR contract     0.000150       19         Intersect TR bound
 460   5451.045838    1.328371     Continuing - TR expand     0.000757       21         Intersect TR bound
 430   5450.342350    8.031324   Continuing - TR contract     0.153201      591          Reached tolerance
 470   5451.045635    1.803108   Continuing - TR contract     0.003834       72         Intersect TR bound
 480   5451.045321    2.111554     Continuing - TR expand     0.029117       85         Intersect TR bound
 490   5451.044688    0.062863   Continuing - TR contract     0.000341       37         Intersect TR bound
 500   5451.044688    0.062863   Continuing - TR contract     0.000000        8         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5451.044688    0.008441     Continuing - TR expand     0.000003       13         Intersect TR bound
 520   5451.044688    0.011987     Continuing - TR expand     0.000000        3         Negative curvature
 530   5451.044688    0.011987   Continuing - TR contract     0.000000        1         Intersect TR bound

Iteration has terminated
 532   5451.044688    0.011987Radius of trust region is less than stop.trust.radius

 440   5450.339521    0.555801   Continuing - TR contract     0.003591      619          Reached tolerance
 450   5450.339521    0.555801   Continuing - TR contract     0.000004        6         Intersect TR bound
 460   5450.339519    0.048860     Continuing - TR expand     0.000639       52         Intersect TR bound
 470   5450.339519    0.054671   Continuing - TR contract     0.000022       57         Intersect TR bound
 480   5450.339519    0.051122   Continuing - TR contract     0.000009       64         Intersect TR bound
 490   5450.339519    0.031576   Continuing - TR contract     0.000048       80         Intersect TR bound
 500   5450.339519    0.000814   Continuing - TR contract     0.000001       14         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5450.339519    0.000878     Continuing - TR expand     0.000000        2         Intersect TR bound

Iteration has terminated
 516   5450.339519    0.000878Radius of trust region is less than stop.trust.radius

Optimizing with theta = 3.700213 
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
  30   5459.337641   32.125599     Continuing - TR expand     0.000161        3         Intersect TR bound
  40   5459.327460   37.129548     Continuing - TR expand     0.000815        5         Intersect TR bound
  50   5459.319115   61.312564   Continuing - TR contract     0.000344        6         Intersect TR bound
  60   5459.311461   23.755127   Continuing - TR contract     0.000870        7         Intersect TR bound
  70   5459.260713  271.690021   Continuing - TR contract     0.000367        8         Intersect TR bound
Optimizing with theta = 4.50201 
  80   5459.247511   34.170760   Continuing - TR contract     0.000013        3         Intersect TR bound
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  90   5459.246497   16.333295   Continuing - TR contract     0.000005        1         Negative curvature
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
  30   5459.338140   28.401259                 Continuing     0.000027        2         Intersect TR bound
 100   5459.134167  686.203914                 Continuing     0.035716       16         Intersect TR bound
  40   5459.335301   52.242096                 Continuing     0.000136        3         Intersect TR bound
 110   5458.969739  213.412020   Continuing - TR contract     0.002511       11         Intersect TR bound
  50   5459.327698   38.826049   Continuing - TR contract     0.000344        6         Intersect TR bound
 120   5458.940243   55.591354   Continuing - TR contract     0.000706        9         Intersect TR bound
  60   5459.317663   38.741008   Continuing - TR contract     0.000290        6         Intersect TR bound
 130   5458.935590   45.987182     Continuing - TR expand     0.001788        5         Intersect TR bound
 140   5458.922966   97.057801   Continuing - TR contract     0.001508        7         Intersect TR bound
  70   5459.294055   81.315408     Continuing - TR expand     0.008809        8         Intersect TR bound
 150   5458.904493   37.263665     Continuing - TR expand     0.000106        2         Intersect TR bound
  80   5459.283388   41.501983   Continuing - TR contract     0.000103        6         Intersect TR bound
 160   5458.892810   32.650980   Continuing - TR contract     0.001611        8         Intersect TR bound
  90   5459.276932   81.052071     Continuing - TR expand     0.003136        7         Intersect TR bound
 100   5459.255000  114.355077                 Continuing     0.000882        8         Intersect TR bound
 170   5458.788336  305.339256     Continuing - TR expand     0.048930       15         Intersect TR bound
 110   5459.221713   53.679857   Continuing - TR contract     0.000744       10         Intersect TR bound
 180   5458.104619  124.646253                 Continuing     0.003440        6         Intersect TR bound
 190   5458.083082   32.204196   Continuing - TR contract     0.000242        2         Negative curvature
 120   5459.212521   31.438298     Continuing - TR expand     0.003767       10         Intersect TR bound
 130   5459.190540   75.019285     Continuing - TR expand     0.004768        5         Intersect TR bound
 200   5458.068972   57.297937     Continuing - TR expand     0.003674        3         Intersect TR bound
 140   5459.126468  128.086053     Continuing - TR expand     0.036204       16         Intersect TR bound
 210   5457.810753  149.164134     Continuing - TR expand     0.111595       19         Intersect TR bound
 150   5459.068753   73.909964   Continuing - TR contract     0.002546       11         Intersect TR bound
 220   5457.424788  176.250875     Continuing - TR expand     0.282475       29         Intersect TR bound
 160   5459.065799   49.873069     Continuing - TR expand     0.000537        2         Intersect TR bound
 170   5459.012617  131.458132   Continuing - TR contract     0.004078       19         Intersect TR bound
 230   5454.960228  773.383974   Continuing - TR contract     0.006621        5         Intersect TR bound
 180   5458.993696   46.959863     Continuing - TR expand     0.000573        2         Intersect TR bound
 240   5453.780933   72.520928   Continuing - TR contract     0.100549        5         Negative curvature
 190   5458.989463   21.511492   Continuing - TR contract     0.000242        4         Negative curvature
 250   5453.779725   51.887723                 Continuing     0.000196        3         Intersect TR bound
 200   5458.968264  118.408251   Continuing - TR contract     0.003674       11         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5453.715608   28.285071     Continuing - TR expand     0.008948       14         Intersect TR bound
 210   5458.779790   55.754764     Continuing - TR expand     0.009300       11         Intersect TR bound
 270   5453.098740  196.056266   Continuing - TR contract     0.015099       35         Intersect TR bound
 220   5457.652309  343.389384   Continuing - TR contract     0.023540       48         Intersect TR bound
 280   5452.810766   29.262780     Continuing - TR expand     0.229322       42         Intersect TR bound
 230   5457.465088  297.016249   Continuing - TR contract     0.009931        8         Negative curvature
 290   5452.810766   29.262780   Continuing - TR contract     0.000224        3         Intersect TR bound
 240   5457.220940  102.025289   Continuing - TR contract     0.008379       25         Intersect TR bound
 300   5452.718136   27.191688   Continuing - TR contract     0.040814       47         Intersect TR bound
 310   5452.572327   78.132508     Continuing - TR expand     0.206622       37         Intersect TR bound
 250   5454.661716  434.112293   Continuing - TR contract     1.527086      201         Negative curvature
 320   5451.856740   74.791628     Continuing - TR expand     0.043584       10         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5453.615521   56.732642   Continuing - TR contract     0.017896       39         Intersect TR bound
 270   5453.517418   22.452566   Continuing - TR contract     0.001258        6         Intersect TR bound
 330   5451.790449    7.048215     Continuing - TR expand     0.018387       23         Intersect TR bound
 340   5451.765011   98.295431   Continuing - TR contract     0.000646        2         Negative curvature
